Asperger综合征	zhengzhuang/aspergerzhz/
异性装扮癖	zhengzhuang/yxzbp/
异源性ACTH	zhengzhuang/yyxacth/
抑郁	zhengzhuang/yy/
抑郁性木僵	zhengzhuang/yyxmj/
抑郁症	zhengzhuang/yyz_5790/
易变性痉挛	zhengzhuang/ybxjl/
易跌倒	zhengzhuang/ydd/
易饿	zhengzhuang/ye/
易昏厥	zhengzhuang/yhj/
易激动	zhengzhuang/yjd/
易激惹	zhengzhuang/yjr/
易倦感	zhengzhuang/yjg/
易哭	zhengzhuang/yk/
易疲乏	zhengzhuang/ypf/
易醒	zhengzhuang/yx/
易性别癖	zhengzhuang/yxbp/
易于产生病理嫉妒信念	zhengzhuang/yycsbljdxn/
谊妄	zhengzhuang/yw/
逸搏出现	zhengzhuang/ybcx_5804/
意识短暂中断	zhengzhuang/ysdzzd/
意识改变状态	zhengzhuang/ysgbzt/
意识朦胧状态	zhengzhuang/ysmlzt/
意识模糊	zhengzhuang/ysmh/
意识丧失	zhengzhuang/ysss/
意识障碍	zhengzhuang/ysza/
意向倒错	zhengzhuang/yxdc/
意向性震颤	zhengzhuang/yxxzc/
意志丧失性格	zhengzhuang/yzssxg/
溢乳	zhengzhuang/yr/
癔症步态	zhengzhuang/yzbt/
阴部溃疡	zhengzhuang/ybky_5816/
阴部皮肤潮红	zhengzhuang/ybpfch/
阴唇融合	zhengzhuang/ycrh/
阴道闭锁	zhengzhuang/ydbs/
阴道不规则出血	zhengzhuang/ydbgzcx/
阴道持续流血不停	zhengzhuang/ydcxlxbt/
阴道持续少量流血	zhengzhuang/ydcxsllx/
阴道持续中量流血	zhengzhuang/ydcxzllx/
阴道出血	zhengzhuang/ydcx/
阴道分泌物增多	zhengzhuang/ydfmwzd/
阴道横隔	zhengzhuang/ydhg/
阴道后穹窿触痛	zhengzhuang/ydhqlct/
阴道口局部红肿热痛	zhengzhuang/ydkjbhzrt/
阴道裂伤	zhengzhuang/ydls/
阴道流出黄色或血性带臭味的分泌物	zhengzhuang/ydlchshxxdcwdfmw/
阴道流血过多	zhengzhuang/ydlxgd/
阴道内出现粪质和血性分泌	zhengzhuang/ydncxfzhxxfm/
阴道黏膜膨胀	zhengzhuang/ydnmpz/
阴道脓性分泌物	zhengzhuang/ydnxfmw/
阴道排出碎块组织	zhengzhuang/ydpcskzz/
阴道排液呈黑水样	zhengzhuang/ydpychsy/
阴道入口粘膜撕裂	zhengzhuang/ydrkzmsl/
阴道血性分泌物	zhengzhuang/ydxxfmw/
阴道粘连	zhengzhuang/ydzl/
阴道粘连甚至闭锁	zhengzhuang/ydzlszbs/
阴道转移	zhengzhuang/ydzy/
阴蒂肥大	zhengzhuang/ydfd/
阴茎表浅性溃疡	zhengzhuang/yjbqxky/
阴茎短	zhengzhuang/yjd_5844/
阴茎龟头橡皮肿	zhengzhuang/yjgtxpz/
阴茎和阴囊水肿	zhengzhuang/yjhynsz/
阴茎损伤	zhengzhuang/yjss/
阴茎疼痛	zhengzhuang/yjtt_5848/
阴茎样尿道	zhengzhuang/yjynd/
阴茎异常	zhengzhuang/yjyc/
阴茎硬结	zhengzhuang/yjyj/
阴毛脱落	zhengzhuang/ymtl/
阴毛早发育	zhengzhuang/ymzfy/
阴囊潮湿有异味	zhengzhuang/yncsyyw/
阴囊上有白色小疙瘩	zhengzhuang/ynsybsxgd/
阴囊舌	zhengzhuang/yns/
阴囊水肿	zhengzhuang/ynsz/
阴囊下坠	zhengzhuang/ynxz/
阴囊肿大	zhengzhuang/ynzd_5859/
阴囊肿胀	zhengzhuang/ynzz/
阴囊坠胀痛	zhengzhuang/ynzzt/
阴虚火亢症	zhengzhuang/yxhkz/
阴虚体质	zhengzhuang/yxtz_5863/
阴虚胃痛	zhengzhuang/yxwt_5864/
阴阳气血失衡	zhengzhuang/yyqxsh/
阴雨天颈肩背部酸痛	zhengzhuang/yytjjbbst/
音调韵律的异常	zhengzhuang/ydyldyc/
吟诗样语言	zhengzhuang/ysyyy/
饮酒性面红	zhengzhuang/yjxmh/
饮水呛咳	zhengzhuang/ysqk/
隐睾	zhengzhuang/yg_5871/
隐球菌感染	zhengzhuang/yqjgr/
隐球菌囊膜多糖堆积	zhengzhuang/yqjnmdtdj/
隐性产后出血	zhengzhuang/yxchcx/
隐性水肿	zhengzhuang/yxsz/
应激功能减退	zhengzhuang/yjgnjt/
婴儿步行晚	zhengzhuang/yebxw/
婴儿出牙延迟	zhengzhuang/yecyyc/
婴儿过胖	zhengzhuang/yegp/
婴儿含吮时乳头刀割样疼痛并渗血	zhengzhuang/yehssrtdgyttbsx/
婴儿褐色或暗绿色的粘液便	zhengzhuang/yehshalsdzyb/
婴儿黑头粉刺	zhengzhuang/yehtfc/
婴儿脊柱侧凸	zhengzhuang/yejzct/
婴儿痉挛症	zhengzhuang/yejlz/
婴儿肋骨外翻	zhengzhuang/yelgwf/
婴儿脸色发黄	zhengzhuang/yelsfh/
婴儿热痱	zhengzhuang/yerf/
婴儿湿疹	zhengzhuang/yesz/
婴儿湿疹结痂	zhengzhuang/yeszjj/
婴儿睡觉不踏实	zhengzhuang/yesjbts/
婴儿睡觉出汗	zhengzhuang/yesjch/
婴儿睡觉打鼾	zhengzhuang/yesjdh/
婴儿睡觉惊跳	zhengzhuang/yesjjt/
婴儿睡觉前哭闹	zhengzhuang/yesjqkn/
婴儿睡觉摇头	zhengzhuang/yesjyt/
婴儿睡眠少	zhengzhuang/yesms/
婴儿说话晚	zhengzhuang/yeshw/
婴儿体重增长过快	zhengzhuang/yetzzcgk/
婴儿头大	zhengzhuang/yetd/
婴儿头皮结血痂	zhengzhuang/yetpjxj/
婴儿头皮有黄色结痂	zhengzhuang/yetpyhsjj/
婴儿吐奶	zhengzhuang/yetn/
婴儿臀部红	zhengzhuang/yetbh/
婴儿喂养困难	zhengzhuang/yewykn/
婴儿厌食	zhengzhuang/yeys/
婴儿枕秃	zhengzhuang/yezt/
婴幼儿抽风	zhengzhuang/yyecf/
婴幼儿脐部有肿物突出	zhengzhuang/yyeqbyzwtc/
婴幼儿睡眠时经常翻动，反复摇头	zhengzhuang/yyesmsjcfd_ffyt/
婴幼儿外阴疼痛	zhengzhuang/yyewytt/
樱桃红掌色	zhengzhuang/ythzs/
鹰钩鼻	zhengzhuang/ygb/
迎风流泪	zhengzhuang/yfll/
营养不良	zhengzhuang/yybl/
营养不良性水肿	zhengzhuang/yyblxsz/
营养代谢缺乏	zhengzhuang/yydxqf/
营养性皮肤改变	zhengzhuang/yyxpfgb/
营养障碍	zhengzhuang/yyza/
硬斑	zhengzhuang/yb/
硬腭呈半圆形隆起	zhengzhuang/yecbyxlq/
硬化	zhengzhuang/yh_5921/
硬脊膜膨出	zhengzhuang/yjmpc/
硬下疳	zhengzhuang/yxg/
硬肿症	zhengzhuang/yzz/
拥抱反射减弱或消失	zhengzhuang/ybfsjrhxs/
拥抱反射消失	zhengzhuang/ybfsxs/
永久性秃发	zhengzhuang/yjxtf/
用口探索物体	zhengzhuang/yktswt/
用药过程中出现胃部症状	zhengzhuang/yygczcxwbzz/
忧郁	zhengzhuang/yy_5930/
幽门瘢痕性狭窄	zhengzhuang/ymbhxxz/
幽门管溃疡	zhengzhuang/ymgky/
幽门管狭窄	zhengzhuang/ymgxz/
幽门肌肥大	zhengzhuang/ymjfd/
幽门前区溃疡	zhengzhuang/ymqqky/
幽门狭窄	zhengzhuang/ymxz/
幽门肿块	zhengzhuang/ymzk/
油腻性鳞屑	zhengzhuang/ynxlx/
疣状增殖	zhengzhuang/yzzz/
游走肾	zhengzhuang/yzs/
有机磷中毒	zhengzhuang/yjlzd/
有排卵性功血	zhengzhuang/yplxgx/
有效血容量减少	zhengzhuang/yxxrljs/
右背部痛	zhengzhuang/ybbt_5944/
右边脸颊长痘	zhengzhuang/ybljcd/
右侧束支传导阻滞	zhengzhuang/ycszcdzz/
右上腹持续性剧痛并向右肩部放射	zhengzhuang/ysfcxxjtbxyjbfs/
右上腹痛	zhengzhuang/ysft/
右室肥厚	zhengzhuang/ysfh/
右下腹可触及柔软腊肠样肿块	zhengzhuang/yxfkcjrrlcyzk/
右下腹痛	zhengzhuang/yxft/
右下腹痛伴呕吐	zhengzhuang/yxftbot/
右下腹压痛	zhengzhuang/yxfyt/
右心功能不全	zhengzhuang/yxgnbq/
右心室流出道	zhengzhuang/yxslcd/
右心衰竭	zhengzhuang/yxsj/
右胸痛	zhengzhuang/yxt/
淤血性心衰	zhengzhuang/yxxxs/
瘀斑	zhengzhuang/yb_5959/
瘀斑性环	zhengzhuang/ybxh/
瘀血	zhengzhuang/yx_5961/
瘀血斑	zhengzhuang/yxb/
瘀血积聚	zhengzhuang/yxjj/
瘀血性痛经	zhengzhuang/yxxtj/
鱼鳞癣样红皮	zhengzhuang/ylxyhp/
愉快感缺乏	zhengzhuang/ykgqf/
愚型样睑裂歪曲	zhengzhuang/yxyjlwq/
与脉搏相一致的眼球跳动	zhengzhuang/ymbxyzdyqtd/
语言发育迟缓	zhengzhuang/yyfych/
语音震颤增强	zhengzhuang/yyzczq/
遇冷后排汗增多	zhengzhuang/ylhphzd/
原发性便秘	zhengzhuang/yfxbm/
原发性痛经	zhengzhuang/yfxtj/
原发灶不明的转移灶	zhengzhuang/yfzbmdzyz/
圆形或卵圆形丘疹或结节	zhengzhuang/yxhlyxqzhjj/
远端胃窦产生异位节律	zhengzhuang/ydwdcsywjl/
远视屈光度数增加	zhengzhuang/ysqgdszj/
月经发黑	zhengzhuang/yjfh_5978/
月经量多	zhengzhuang/yjld/
月经期长痘	zhengzhuang/yjqcd/
月经期间腰疼	zhengzhuang/yjqjyt/
月经前水肿	zhengzhuang/yjqsz/
月经时多时少且淋漓不断	zhengzhuang/yjsdssqllbd/
月经稀少	zhengzhuang/yjxs/
月经血块过多	zhengzhuang/yjxkgd/
月经周期改变	zhengzhuang/yjzqgb/
孕产妇腰痛	zhengzhuang/ycfyt/
孕妇背痛	zhengzhuang/yfbt/
孕妇耻骨痛	zhengzhuang/yfcgt/
孕妇肚子痒	zhengzhuang/yfdzy/
孕妇非妊娠原因的腹痛	zhengzhuang/yffrsyydft/
孕妇腹部硬块	zhengzhuang/yffbyk/
孕妇口苦	zhengzhuang/yfkk/
孕妇气喘	zhengzhuang/yfqc/
孕妇全身性水肿	zhengzhuang/yfqsxsz/
孕妇上火	zhengzhuang/yfsh/
孕妇腿抽筋	zhengzhuang/yftcj/
孕妇胃痛	zhengzhuang/yfwt/
孕妇小腹痛	zhengzhuang/yfxft/
孕妇小腿浮肿	zhengzhuang/yfxtfz/
孕妇小腿痒	zhengzhuang/yfxty/
孕妇胸闷气短	zhengzhuang/yfxmqd/
孕晚期腹痛	zhengzhuang/ywqft/
孕早期腹痛	zhengzhuang/yzqft/
孕中期腹痛	zhengzhuang/yzqft_6005/
运动不足综合征	zhengzhuang/ydbzzhz/
运动传导束受累	zhengzhuang/ydcdssl/
运动腹痛	zhengzhuang/ydft/
运动功能障碍	zhengzhuang/ydgnza/
运动后尿血	zhengzhuang/ydhnx/
运动后全身酸痛	zhengzhuang/ydhqsst/
运动或情绪激动诱发的胸痛	zhengzhuang/ydhqxjdyfdxt/
运动耐力降低	zhengzhuang/ydnljd/
运动气喘	zhengzhuang/ydqc/
运动失调	zhengzhuang/ydsd/
运动时膝前疼痛加剧	zhengzhuang/ydsxqttjj/
运动损伤	zhengzhuang/ydss/
运动性闭经	zhengzhuang/ydxbj/
运动性忽略症	zhengzhuang/ydxhlz/
运动性疲劳	zhengzhuang/ydxpl/
运动性失语	zhengzhuang/ydxsy/
运动性兴奋或抑制	zhengzhuang/ydxxfhyz/
晕车	zhengzhuang/yc/
晕动症	zhengzhuang/ydz/
晕机	zhengzhuang/yj_6025/
晕厥	zhengzhuang/yj_6026/
晕厥反复发作	zhengzhuang/yjfffz/
晕厥预兆	zhengzhuang/yjyz/
晕轮效应	zhengzhuang/ylxy/
晕眩	zhengzhuang/yx_6030/
晕血	zhengzhuang/yx_6031/
晕针	zhengzhuang/yz_6032/
糙皮病样皮疹	zhengzhuang/cpbypz/
侧腹壁或后腰部有压痛	zhengzhuang/cfbhhybyyt/
瘤块压迫	zhengzhuang/lkyp/
灾难反应	zhengzhuang/znfy/
脏腑功能失调	zhengzhuang/zfgnsd/
脏器变小	zhengzhuang/zqbx/
早饱	zhengzhuang/zb/
早搏	zhengzhuang/zb_6040/
早晨上下眼睑粘连	zhengzhuang/zcsxyjzl/
早孕反应重	zhengzhuang/zyfyz/
燥狂相	zhengzhuang/zkx/
躁狂	zhengzhuang/zk/
躁郁样	zhengzhuang/zyy/
增生性瘢痕	zhengzhuang/zsxbh/
增生性骨膜炎	zhengzhuang/zsxgmy/
增殖体肥大	zhengzhuang/zztfd/
增殖腺肥大	zhengzhuang/zzxfd/
眨眼不止	zhengzhuang/zybz/
谵妄	zhengzhuang/zw/
辗转体位	zhengzhuang/zztw/
张口呼吸	zhengzhuang/zkhx/
张口困难	zhengzhuang/zkkn/
张力性气胸	zhengzhuang/zlxqx/
张嘴颌骨响	zhengzhuang/zzhgx/
掌骨和跖骨短	zhengzhuang/zghzgd/
掌骨指数及指骨指数均增大	zhengzhuang/zgzsjzgzsjzd/
掌颏反射	zhengzhuang/zkfs/
掌纹atd角大于45°	zhengzhuang/zwatdjdy45/
掌心凹消失或稍隆起	zhengzhuang/zxaxshslq/
掌跖多汗	zhengzhuang/zzdh/
掌跖发红	zhengzhuang/zzfh/
掌跖角化过度	zhengzhuang/zzjhgd/
掌趾皮肤黄色角化物	zhengzhuang/zzpfhsjhw/
胀感	zhengzhuang/zg/
胀痛	zhengzhuang/zt_6067/
胀坠感	zhengzhuang/zzg/
招风耳	zhengzhuang/zfe/
折刀现象	zhengzhuang/zdxx/
蔗糖-异麦芽糖吸收不良	zhengzhuang/zt_ymytxsbl/
珍珠丘疹	zhengzhuang/zzqz/
真菌感染	zhengzhuang/zjgr/
真皮侵袭性生长	zhengzhuang/zpqxxsc/
真性菌尿	zhengzhuang/zxjn/
诊断室中所测血压始终增高	zhengzhuang/zdszscxyszzg/
枕部和颈后疼痛	zhengzhuang/zbhjhtt/
枕部疼痛	zhengzhuang/zbtt/
枕大神经痛	zhengzhuang/zdsjt/
枕横位入盆	zhengzhuang/zhwrp/
枕叶受损	zhengzhuang/zyss/
阵发性鼻塞	zhengzhuang/zfxbs/
阵发性肠绞痛	zhengzhuang/zfxcjt/
阵发性痴笑	zhengzhuang/zfxcx/
阵发性腹痛	zhengzhuang/zfxft/
阵发性或强直性惊厥	zhengzhuang/zfxhqzxjj/
阵发性狂笑	zhengzhuang/zfxkx/
阵发性夜间呼吸困难	zhengzhuang/zfxyjhxkn/
阵发性子宫收缩	zhengzhuang/zfxzgss/
阵挛	zhengzhuang/zl/
阵挛-强直型	zhengzhuang/zl_qzx/
镇静、麻醉剂所致昏迷	zhengzhuang/zj_mzjszhm/
镇静药中毒	zhengzhuang/zjyzd/
震颤	zhengzhuang/zc/
震颤性肌强直，运动徐缓	zhengzhuang/zcxjqz_ydxh/
震荡性神经受累	zhengzhuang/zdxsjsl/
震水音	zhengzhuang/zsy/
睁眼昏迷	zhengzhuang/zyhm/
正常免疫球蛋白减少	zhengzhuang/zcmyqdbjs/
正弦胎心率	zhengzhuang/zxtxl/
支气管肺泡音	zhengzhuang/zqgfpy/
支气管分泌物增加	zhengzhuang/zqgfmwzj/
支气管痉挛	zhengzhuang/zqgjl/
支气管脓性分泌物增多	zhengzhuang/zqgnxfmwzd/
支气管平滑肌痉挛	zhengzhuang/zqgphjjl/
支气管树受压	zhengzhuang/zqgssy/
支气管狭窄	zhengzhuang/zqgxz/
支气管以下的损伤	zhengzhuang/zqgyxdss/
知觉消失	zhengzhuang/zjxs/
肢端发绀	zhengzhuang/zdfg/
肢端角化	zhengzhuang/zdjh/
肢端接连出现苍白、发组和潮红反应	zhengzhuang/zdjlcxcb_fzhchfy/
肢端溃疡	zhengzhuang/zdky/
肢端凉	zhengzhuang/zdl/
肢端缺血	zhengzhuang/zdqx/
肢端湿冷	zhengzhuang/zdsl/
肢端易发生不易控制的足癣感染	zhengzhuang/zdyfsbykzdzxgr/
肢端硬化	zhengzhuang/zdyh/
肢骨纹状肥大	zhengzhuang/zgwzfd/
肢体不自主震颤	zhengzhuang/ztbzzzc/
肢体的非凹性水肿	zhengzhuang/ztdfaxsz/
肢体短缩畸形	zhengzhuang/ztdsjx/
肢体发凉	zhengzhuang/ztfl/
肢体过度肥大	zhengzhuang/ztgdfd/
肢体忽冷忽热，时红时白	zhengzhuang/zthlhr_shsb/
肢体或躯干麻木	zhengzhuang/zthqgmm/
肢体或躯干姿势异常	zhengzhuang/zthqgzsyc/
肢体僵硬感	zhengzhuang/ztjyg/
肢体局部的皮肤颜色和温度改变	zhengzhuang/ztjbdpfyshwdgb/
肢体麻痛	zhengzhuang/ztmt/
肢体内翻	zhengzhuang/ztnf/
肢体栓塞	zhengzhuang/ztss/
肢体疼痛	zhengzhuang/zttt/
肢体远侧常有麻痛	zhengzhuang/ztyccymt/
肢体远端出现腕垂踝垂	zhengzhuang/ztydcxwchc/
肢体运动不协调	zhengzhuang/ztydbxd/
肢体增长、增粗过度	zhengzhuang/ztzc_zcgd/
肢体障碍	zhengzhuang/ztza/
肢体震颤	zhengzhuang/ztzc/
肢体肿胀	zhengzhuang/ztzz/
脂肪代谢障碍	zhengzhuang/zfdxza/
脂肪过多	zhengzhuang/zfgd/
脂肪浸润	zhengzhuang/zfjr/
脂肪痢	zhengzhuang/zfl/
脂肪泻	zhengzhuang/zfx/
脂膜炎	zhengzhuang/zmy/
脂溶性维生素缺乏	zhengzhuang/zrxwssqf/
脂质沉积症	zhengzhuang/zzcjz/
蜘蛛指	zhengzhuang/zzz/
蜘蛛痣	zhengzhuang/zzz_6150/
直肠肛门内胀痛不适	zhengzhuang/zcgmnztbs/
直肠疼痛	zhengzhuang/zctt/
直肠脱垂	zhengzhuang/zctc/
直肠危象	zhengzhuang/zcwx/
直肠狭窄	zhengzhuang/zcxz/
直肠与肛门狭窄	zhengzhuang/zcygmxz/
直肠重复畸形	zhengzhuang/zczfjx/
直立性低血压晕厥	zhengzhuang/zlxdxyyj/
直立性尿蛋白	zhengzhuang/zlxndb/
直立性脱虚	zhengzhuang/zlxtx/
直腿伸踝试验阳性	zhengzhuang/ztshsyyx/
职业神经症	zhengzhuang/zysjz/
植物神经功能障碍	zhengzhuang/zwsjgnza/
植物血凝素的淋巴细胞返祖现象	zhengzhuang/zwxnsdlbxbfzxx/
跖部纤维痛	zhengzhuang/zbxwt/
跖反射伸性	zhengzhuang/zfssx/
跖纹	zhengzhuang/zw_6167/
跖纹中拇趾球区胫侧弓状纹	zhengzhuang/zwzmzqqjcgzw/
纸样胎儿	zhengzhuang/zyte/
指(趾)骨梗死	zhengzhuang/z_z_ggs/
指(趾)和小腿出现痉挛及隐痛	zhengzhuang/z_z_hxtcxjljyt/
指(趾)甲脆软萎缩	zhengzhuang/z_z_jcrws/
指(趾)甲点状凹陷	zhengzhuang/z_z_jdzax/
指(趾)甲横断	zhengzhuang/z_z_jhd/
指(趾)甲缺失	zhengzhuang/z_z_jqs/
指（趾）甲颜色改变	zhengzhuang/z_z_jysgb/
指(趾)甲增厚	zhengzhuang/z_z_jzh/
指（趾）麻木	zhengzhuang/z_z_mm/
指(趾)肿胀	zhengzhuang/z_z_zz/
指、拇、脘的伸展功能完全丧失	zhengzhuang/z_m_wdszgnwqss/
指、趾甲显现苍白痕或脱落	zhengzhuang/z_zjxxcbhhtl/
指鼻不准	zhengzhuang/zbbz/
指端出现Osler结节	zhengzhuang/zdcxoslerjj/
指端及指(趾)甲周红斑	zhengzhuang/zdjz_z_jzhb/
指骨节肥大	zhengzhuang/zgjfd/
指或趾甲下裂片状出血	zhengzhuang/zhzjxlpzcx/
指甲、耳软骨出现褐色色素沉着	zhengzhuang/zj_ergcxhssscz/
指甲变软或发生变形	zhengzhuang/zjbrhfsbx/
指甲呈半圆形	zhengzhuang/zjcbyx/
指甲呈扁平形	zhengzhuang/zjcbpx/
指甲呈三角形	zhengzhuang/zjcsjx/
指甲呈扇形	zhengzhuang/zjcsx/
指甲呈筒形	zhengzhuang/zjctx/
指甲呈现黑色	zhengzhuang/zjcxhs/
指甲呈现青紫色	zhengzhuang/zjcxqzs/
指甲出现条纹或斑点	zhengzhuang/zjcxtwhbd/
指甲床发绀	zhengzhuang/zjcfg/
指甲倒刺	zhengzhuang/zjdc/
指甲冻伤	zhengzhuang/zjds/
指甲干瘪	zhengzhuang/zjgb/
指甲-骨四联征	zhengzhuang/zj_gslz/
指甲很短	zhengzhuang/zjhd/
指甲厚脆且多裂纹	zhengzhuang/zjhcqdlw/
指甲夹伤	zhengzhuang/zjjs/
指甲尖有缺痕	zhengzhuang/zjjyqh/
指甲可见横沟纺	zhengzhuang/zjkjhgf/
指甲宽而短(宽大于长)	zhengzhuang/zjked_kdyc_/
指甲类似云母	zhengzhuang/zjlsym/
指甲末端呈直线形	zhengzhuang/zjmdczxx/
指甲嵌入肉	zhengzhuang/zjqrr/
指甲翘起	zhengzhuang/zjqq/
指甲上起小细粒	zhengzhuang/zjsqxxl/
指甲上有直线	zhengzhuang/zjsyzx/
指甲生长缓慢	zhengzhuang/zjschm/
指甲失去光泽和平整状态变薄且脆出现白色横纹	zhengzhuang/zjsqgzhpzztbbqccxbshw/
指甲特大有纵纹而手指细	zhengzhuang/zjtdyzweszx/
指甲突然变白	zhengzhuang/zjtrbb/
指甲细长	zhengzhuang/zjxc/
指甲异常	zhengzhuang/zjyc/
指甲易碎	zhengzhuang/zjys/
指甲营养障碍	zhengzhuang/zjyyza/
指甲有红色或黑色斑点	zhengzhuang/zjyhshhsbd/
指甲有黄色细点	zhengzhuang/zjyhsxd/
指甲中央部分隆起	zhengzhuang/zjzybflq/
指尖边缘指甲有凹陷	zhengzhuang/zjbyzjyax/
指间关节不能屈曲	zhengzhuang/zjgjbnqq/
指节垫	zhengzhuang/zjd/
指节增粗	zhengzhuang/zjzc/
指纹皱瘪	zhengzhuang/zwzb/
指趾端干性坏死	zhengzhuang/zzdgxhs/
趾(指)环状缩窄带	zhengzhuang/z_z_hzszd/
趾垂症	zhengzhuang/zcz/
趾端干枯发黑	zhengzhuang/zdgkfh/
趾短小	zhengzhuang/zdx/
趾蹼间隙麻木	zhengzhuang/zpjxmm/
趾远端呈球形	zhengzhuang/zydcqx/
致死性上呼吸道出血	zhengzhuang/zsxshxdcx/
痔出血	zhengzhuang/zcx/
痔核	zhengzhuang/zh/
痔块脱垂	zhengzhuang/zktc/
窒息	zhengzhuang/zx/
智力发育迟缓	zhengzhuang/zlfych/
智力减低	zhengzhuang/zljd/
智能减退	zhengzhuang/znjt/
智能障碍	zhengzhuang/znza/
痣细胞	zhengzhuang/zxb/
中毒性巨结肠	zhengzhuang/zdxjjc/
中毒严重	zhengzhuang/zdyz/
中度昏迷	zhengzhuang/zdhm/
中度或轻度头痛	zhengzhuang/zdhqdtt/
中度精神发育迟滞	zhengzhuang/zdjsfycz/
中度烧伤	zhengzhuang/zdss/
中度痛	zhengzhuang/zdt/
中耳和耳咽管纤毛异常	zhengzhuang/zeheygxmyc/
中骨盆狭窄	zhengzhuang/zgpxz/
中上腹持续性疼痛	zhengzhuang/zsfcxxtt/
中上腹痛	zhengzhuang/zsft/
中枢神经抑制药诱发昏迷	zhengzhuang/zssjyzyyfhm/
中枢性耳聋	zhengzhuang/zsxel/
中枢性发热	zhengzhuang/zsxfr/
中枢性呼吸暂停	zhengzhuang/zsxhxzt/
中暑	zhengzhuang/zs/
中心暗点或弓形暗点	zhengzhuang/zxadhgxad/
中心暗点扩大	zhengzhuang/zxadkd/
中心暗点以及屈光度的改变	zhengzhuang/zxadyjqgddgb/
中心静脉压偏低	zhengzhuang/zxjmypd/
中心静脉压偏高	zhengzhuang/zxjmypg/
中心性钙化	zhengzhuang/zxxgh/
中性粒细胞增高	zhengzhuang/zxlxbzg/
中指半月甲呈粉红色	zhengzhuang/zzbyjcfhs/
中指不明原因痛	zhengzhuang/zzbmyyt/
中指指甲凹陷	zhengzhuang/zzzjax/
钟摆征	zhengzhuang/zbz/
肿瘤性脱发	zhengzhuang/zlxtf/
种植播散	zhengzhuang/zzbs/
种植性结节	zhengzhuang/zzxjj/
重度肥胖	zhengzhuang/zdfp/
重度黄疸	zhengzhuang/zdhd/
重度精神发育迟滞	zhengzhuang/zdjsfycz_6279/
重度贫血	zhengzhuang/zdpx/
重度烧伤	zhengzhuang/zdss_6281/
重度痛	zhengzhuang/zdt_6282/
重力休克	zhengzhuang/zlxk/
重压感、紧箍感或钳夹样头痛	zhengzhuang/zyg_jgghqjytt/
重症肌无力	zhengzhuang/zzjwl/
周期性发作的巩膜充血	zhengzhuang/zqxfzdgmcx/
周期性嗜睡强食症	zhengzhuang/zqxssqsz/
周期性畏寒发热出汗热退症状	zhengzhuang/zqxwhfrchrtzz/
周身不适	zhengzhuang/zsbs/
周身出汗	zhengzhuang/zsch/
周身炎症反应	zhengzhuang/zsyzfy/
周围神经损害	zhengzhuang/zwsjsh/
周围组织灌注不良	zhengzhuang/zwzzgzbl/
粥样泻	zhengzhuang/zyx/
轴性遗忘症	zhengzhuang/zxywz/
肘部的肿胀压痛	zhengzhuang/zbdzzyt/
肘部剧烈疼痛，压痛肿胀	zhengzhuang/zbjltt_ytzz/
肘部扭伤	zhengzhuang/zbns/
肘部外翻角增大	zhengzhuang/zbwfjzd/
肘关节不能屈曲	zhengzhuang/zgjbnqq/
肘关节畸形	zhengzhuang/zgjjx/
肘关节伸直位内翻角增大	zhengzhuang/zgjszwnfjzd/
肘关节脱位	zhengzhuang/zgjtw/
肘管综合征	zhengzhuang/zgzhz/
肘痛	zhengzhuang/zt_6305/
肘外侧夜间痛	zhengzhuang/zwcyjt/
肘外侧肿痛及功能障碍	zhengzhuang/zwcztjgnza/
昼盲	zhengzhuang/zm/
蛛网膜腔内囊肿	zhengzhuang/zwmqnnz/
蛛网膜增厚	zhengzhuang/zwmzh/
蛛网膜粘连	zhengzhuang/zwmzl/
竹节脊柱	zhengzhuang/zjjz/
逐渐加重的右侧腹痛，伴厌食恶心	zhengzhuang/zjjzdycft_bysex/
主动脉瓣上膈膜型狭窄	zhengzhuang/zdmbsgmxxz/
主动脉窦破裂	zhengzhuang/zdmdpl/
主动脉弓右位	zhengzhuang/zdmgyw/
主动脉和肺动脉影偏小	zhengzhuang/zdmhfdmypx/
主动脉环扩张	zhengzhuang/zdmhkz/
注射针眼和手术切口出血	zhengzhuang/zszyhssqkcx/
注视快速运动的物体时头部转动快于眼球运动	zhengzhuang/zsksyddwtstbzdkyyqyd/
注意力不集中	zhengzhuang/zylbjz/
注意力缺乏多动症	zhengzhuang/zylqfddz/
注意障碍	zhengzhuang/zyza/
爪甲和甲床表现为纵行色素带	zhengzhuang/zjhjcbxwzxssd/
爪状趾	zhengzhuang/zzz_6325/
转氨酶异常增高	zhengzhuang/zamyczg/
转氨酶增高	zhengzhuang/zamzg/
状颅皮	zhengzhuang/zlp/
撞击征	zhengzhuang/zjz/
椎动脉迂曲痉挛	zhengzhuang/zdmyqjl/
椎管大小变化	zhengzhuang/zgdxbh/
椎间盘退行性变	zhengzhuang/zjptxxb/
椎间盘脱出	zhengzhuang/zjptc/
椎间隙变化	zhengzhuang/zjxbh/
椎节分裂	zhengzhuang/zjfl/
椎节后缘有骨刺形成	zhengzhuang/zjhyygcxc/
椎前旁软组织肿胀或脓肿	zhengzhuang/zqprzzzzhnz/
椎体结核	zhengzhuang/ztjh/
锥虫性“下疳”	zhengzhuang/zcx_xg_/
锥体束病损	zhengzhuang/ztsbs/
锥体外系损害	zhengzhuang/ztwxsh/
