百日咳	brk/
丹痧	ds_8432/
胆咳	dk/
胆热	dr/
胆石	ds_8435/
胆胀	dz/
癫病	db/
癫狂病	dkb/
电脑病	dnb/
疔疮	dc_8440/
毒热侵肤	drqf/
顿呛	dq/
恶寒发热	ehfr/
儿童顿咳	etdk/
耳疮	ec/
耳疔	ed/
耳疖	ej/
耳痈	ey/
反社会人格障碍	fshrgza/
反射性神经障碍症	fsxsjzaz/
房事头疼症	fsttz/
飞扬喉	fyh/
肥疮	fc/
肥气	fq/
肺闭喘咳	fbck/
肺风粉刺	fffc/
肺咳	fk/
肺络张	flz/
肺气虚	fqx/
肺热咳嗽	frks/
肺功能衰竭	fgnsj/
肺衰	fs_8462/
肺痿	fw/
肺胀	fz_8464/
风痹	fb/
风寒犯肺	fhff/
风寒感冒	fhgm/
风寒头痛	fhtt/
风轮赤豆	flcd/
风轮湿热	flsr/
风秘	fm/
风牵偏视	fqps/
风热疮	frc/
风热犯肺	frff/
风热感冒	frgm/
风热头痛	frtt/
风搔痒	fsy_8477/
风温	fw_8478/
肤胀	fz_8479/
伏梁	fl_8480/
伏暑	fs_8481/
妇女咳嗽性遗尿	fnksxyn/
复发性多软骨炎性	ffxdrgyx/
干槽症	gcz/
干血痨	gxl_8485/
肝胆湿热	gdsr/
肝风内动证	gfndz/
肝火犯肺	ghff/
肝火上炎证	ghsyz/
肝火眩晕	ghxy/
肝厥	gj/
肝咳	gk/
肝热病	grb/
肝胃不和	gwbh/
肝瘟	gw/
肝血虚证	gxxz/
肝炎	gy_8497/
肝阳上亢	gysk/
肝著	gz_8499/
肛廔	gl_8500/
骨膜炎	gmy_8501/
骨蒸	gz_8502/
鼓胀	gz_8503/
瓜藤缠	gtc/
关格	gg/
假性动脉瘤	jxdml/
腘动脉损伤	gdmss_8507/
腘肌肌腱炎	gjjjy/
腘动脉陷迫综合征	gdmxpzhz/
过敏性眼睑皮肤炎	gmxyjpfy/
脊疳	jg/
寒痹	hb_8512/
寒湿困脾	hskp/
寒湿泄泻	hsxx/
寒饮咳嗽	hyks/
寒滞肝脉证	hzgmz/
汗证	hz_8517/
红蝴蝶疮	hhdc/
喉痹	hb_8519/
喉疮	hc/
喉喑	hy/
喉痈	hy_8522/
狐惑	hh/
花柳病	hlb/
花翳自陷	hyzx/
滑膜炎、痤疮、脓疱病、骨肥厚、骨髓炎综合	hmy_cc_npb_gfh_gsyzh/
化脓性角膜炎	hnxjmy/
环跳疽	htj/
黄水疮	hsc/
黄体功能不全性不孕	htgnbqxby/
回乳	hr/
哕	h/
混合痔	hhz/
混睛帐	hjz/
火眼	hy_8535/
积聚	jj_8536/
积滞	jz/
急喉风	jhf/
急黄	jh/
急淋	jl_8540/
棘间韧带损伤	jjrdss/
棘突骨折	jtgz/
棘突滑囊炎	jthny/
棘突压痛	jtyt/
脊髓灰质炎后遗症	jshzyhyz/
脊椎骨质增生	jzgzzs/
脊椎外伤	jzws/
夹色伤寒	jssh/
夹阴伤寒	jysh/
间质膀胱炎局限外阴炎和脱屑性阴道炎综合征	jzbgyjxwyyhtxxydyzhz/
煎厥	jj_8551/
睑板腺囊肿	jbxnz/
第1跖趾骨关节炎	d1zzggjy/
交肠	jc_8554/
椒疮	jc_8555/
角膜葡萄肿	jmptz/
节育手术并发症	jyssbfz/
口腔结核性溃疡	kqjhxky/
结胸证	jxz_8559/
金疮	jc_8560/
筋痹	jb_8561/
筋骨懈堕	jgxd/
筋瘤	jl_8563/
筋痿	jw/
进行性脊肌萎缩症	jxxjjwsz/
浸淫疮	jyc/
噤口痢	jkl/
经行发热	jxfr/
经行流涎	jxlx/
经行尿感	jxng/
经行舌麻	jxsm/
经行头痛	jxtt/
经行泄水	jxxs/
惊风	jf/
精瘀证	jyz/
精子增多症	jzzdz/
痉病	jb_8577/
久疟	jn/
久泄	jx_8579/
酒胀	jz_8580/
聚星障	jxz_8581/
厥脱	jt/
厥阴头痛	jytt/
厥证	jz_8584/
皲裂疮	jlc/
考后综合症	khzhz/
客忤	kw/
口糜	km/
口腔粘膜病	kqzmb/
口腔粘膜黑棘皮病	kqzmhjpb/
口周湿疹	kzsz/
苦夏	kx_8592/
狂病	kb/
痨瘵	lz_8594/
老年人原发性恶性高血压引起的恶性小动脉肾	lnryfxexgxyyqdexxdms/
雷头风	ltf/
肋间神经痛	ljsjt/
离位皮炎	lwpy/
黧黑斑	lhb_8599/
臁疮	lc_8600/
凉燥	lz_8601/
皮下裂头蚴病	pxltyb/
淋证	lz_8603/
流痰	lt/
流注	lz_8605/
六瘤	ll/
癃闭	lb_8607/
偻附	lf/
颅脑先天畸形	lnxtjx/
挛痹	lb_8610/
瘰疬	ll_8611/
马牙	my_8612/
蚂蚁叮咬	mydy/
脉痹	mb/
脉痿	mw/
脉溢	my_8616/
慢惊风	mjf/
慢脾风	mpf/
慢性肝炎	mxgy/
慢性咳嗽	mxks/
慢性疲劳综合症	mxplzhz/
猫眼疮	myc/
瞀瘛	mc/
梅核气	mhq/
猛兽伤	mss/
面游风	myf/
明癣	mx/
目病	mb_8628/
内热	nr/
内伤发热	nsfr/
奶麻	nm/
男科外伤	nkws/
囊痈	ny/
脑胶质瘤	njzl/
脑痨	nl_8635/
脑鸣	nm_8636/
脑萎	nw/
尿毒症昏迷	ndzhm/
尿精	nj_8639/
颞骨和下颔骨关节异常	nghxhggjyc/
脓包疮	nbc/
脓窠疮	nkc/
胬肉攀睛	nrpj/
女劳疸	nld/
女子梦交	nzmj/
Pasini-Pierni进行性皮肤萎缩	pasini_piernijxxpfws/
膀胱咳	bgk/
膀胱气痛	bgqt/
盆腔炎症性不孕症	pqyzxbyz/
皮痹	pb/
皮肤病	pfb/
脾疳	pg/
脾劳	pl/
脾水	ps_8654/
脾虚泄泻	pxxx/
脾约	py/
痞满	pm/
痞气	pq/
睥翻粘睑	pfzj/
偏沮	pj_8660/
干呕	go/
功能失调性子宫出血病	gnsdxzgcxb/
漆疮	qc_8663/
气腹痛	qft/
气臌	qg/
气痢	ql/
气瘤	ql_8667/
气秘	qm/
气疝	qs_8669/
气虚眩晕	qxxy/
气瘿	qy_8671/
气胀	qz/
憩室病	qsb/
千日疮	qrc/
嵌顿包茎	qdbj/
情感性交叉擦腿症	qgxjcctz/
秋燥	qz_8677/
癔病性昏厥	ybxhj/
热痹	rb/
热毒冲心	rdcx/
热汗	rh/
热咳	rk/
热秘	rm/
热入血室	rrxs/
热伤风	rsf/
热射病	rsb/
热哮	rx/
热中	rz_8688/
妊娠恶阻	rsez/
妊娠热病	rsrb/
肉痹	rb_8691/
肉痉	rj/
肉瘿	ry_8693/
乳发	rf/
乳痨	rl_8695/
乳疬	rl_8696/
乳泣	rq/
乳痈	ry_8698/
蓐劳	rl_8699/
三痹	sb_8700/
三焦咳	sjk/
色厥色脱	sjst/
色素斑	ssb/
色欲伤	sys/
痧气	sq_8705/
痧子	sz_8706/
伤风	sf/
伤食泄泻	ssxx/
少腹如扇	sfrs/
神昏	sh_8710/
神思间病	ssjb/
肾疳	sg_8712/
肾精亏虚	sjkx/
肾咳	sk/
肾气不固	sqbg/
肾虚耳鸣	sxem/
肾虚眩晕	sxxy/
肾虚腰痛	sxyt/
肾痈	sy_8719/
升主动脉瘤	szdml/
尸厥	sj/
失荣	sr/
湿痹	sb_8723/
湿毒疮	sdc/
湿热病	srb/
湿热痢	srl/
湿热蕴脾	sryp/
湿阻	sz_8728/
石油、煤焦油及其分馏产物所致的皮肤病	sy_mjyjqflcwszdpfb/
实喘	sc/
食管痹	sgb/
食积胃病	sjwb/
食瘕	sj_8733/
食滞胃脘主证	szwwzz/
视网膜脱落	swmtl_8735/
视瞻昏渺	szhm/
兽咬伤	sys_8737/
输卵管积水	slgjs/
输卵管结扎术后并发症	slgjzshbfz/
输卵管阻塞性不孕	slgzsxby/
暑湿	ss_8741/
暑瘵	sz_8742/
鼠咬伤	sys_8743/
水臌	sg_8744/
水疥	sj_8745/
水疝	ss_8746/
水肿	sz_8747/
水渍疮	szc/
四肢不用	szby/
宿醉	sz_8750/
粟疮	sc_8751/
锁喉毒	shd/
锁喉痈	shy/
胎赤	tc/
胎毒	td/
胎肥	tf_8756/
胎漏	tl/
胎盘部分残留	tpbfcl/
胎热	tr/
胎死不下	tsbx/
胎萎不长	twbc/
太阳病	tyb/
太阳中风	tyzf/
痰毒	td_8764/
痰火	th_8765/
痰火扰心	thrx/
痰积	tj_8767/
痰厥	tj_8768/
痰热咳嗽	trks/
痰湿阻肺	tszf/
痰饮	ty/
痰浊头痛	tztt/
痰浊眩晕	tzxy/
体质性低血压	tzxdxy/
天疤疮	tbc/
天柱倒	tzd_8776/
聤耳	te/
头风病	tfb/
吐失	ts_8779/
团癣	tx_8780/
退行性黄韧带肥厚	txxhrdfh/
脱疽	tj_8782/
脱囊	tn/
脱阳	ty_8784/
啘	w/
顽痹	wb_8786/
往来寒热	wlhr/
维生素Ａ缺乏症所致的角膜溃疡病	wss_qfzszdjmkyb/
痿病	wb_8789/
痿证	wz_8790/
胃肠积液	wcjy/
胃寒呕吐	whot/
胃纳呆滞	wndz/
温虐	wn/
温热	wr/
蚊子叮咬	wzdy/
无排卵性不孕症	wplxbyz/
五迟	wc/
五更泄	wgx/
五积	wj/
五软	wr_8801/
五硬	wy/
五脏痹	wzb/
吸烟中毒症	xyzdz/
息贲	xb/
息积	xj_8806/
膝关节骨性关节炎	xgjgxgjy/
下消	xx_8808/
夏季低热	xjdr/
夏季热	xjr/
先天性白细胞颗粒异常综合征	xtxbxbklyczhz/
先天性心脏病	xtxxzb/
项痹	xb_8813/
消中	xz/
小肠气痛	xcqt/
小肠实热	xcsr/
小肠虚寒	xcxh/
小儿46-XY单纯性腺发育不全综合征	xe46_xydcxxfybqzhz/
小儿疳渴	xegk/
小儿疳痢	xegl/
小儿疳眼	xegy/
小儿发烧	xefs/
小儿格林巴利综合症	xeglblzhz/
小儿黄水疮	xehsc/
小儿流涎症	xelxz/
小儿脓窠疮	xenkc/
小儿盘肠气痛	xepcqt/
小儿热疮	xerc/
小儿乳积	xerj/
小儿肾母细胞瘤	xesmxbl_8830/
小儿食积	xesj/
小儿暑温	xesw/
小儿头疖	xetj/
小儿维生素B1缺乏病	xewssb1qfb/
小儿维生素B2缺乏病	xewssb2qfb/
小儿维生素B6缺乏病	xewssb6qfb/
小儿泄泻	xexx/
小儿眼外肌麻痹-视网膜色素变性-心脏传导	xeywjmb_swmssbx_xzcd/
哮病	xb_8839/
胁痛	xt/
蟹睛	xj_8841/
心瘅	xd/
心火上炎	xhsy/
心厥	xj_8844/
心脾两虚	xplx/
心气虚	xqx/
心肾不交	xsbj/
猝死	cs/
心血虚	xxx/
心血瘀阻	xxyz/
心阳虚	xyx/
心阴虚	xyx_8852/
行经泄泻	xjxx/
性交晕厥	xjyj/
胸痹	xb_8855/
胸痹心痛	xbxt/
休息痢	xxl_8857/
虚喘	xc_8858/
虚寒咳嗽	xhks/
虚寒呕吐	xhot/
虚寒泄泻	xhxx/
虚劳	xl_8862/
虚疟	xn_8863/
痃癖	xp/
血痹	xb_8865/
血疸	xd_8866/
血风疮	xfc/
血灌瞳神	xgts/
血厥	xj_8869/
血劳	xl_8870/
血瘤	xl_8871/
血气胸	xqx_8872/
血清抗精子抗体阳性之不孕症	xqkjzktyxzbyz/
血热崩漏	xrbl/
血虚头痛	xxtt/
血虚眩晕	xxxy/
血证	xz_8877/
狐臭	hc_8878/
脑膜转移瘤	nmzyl/
牙宣	yx_8880/
牙痈	yy/
眼丹	yd_8882/
眼睑丹毒	yjdd/
眼睑疖肿和脓肿	yjjzhnz/
眼睑热性疱疹	yjrxpz/
眼睑炭疽	yjtj/
羊胡疮	yhc/
阳明头痛	ymtt/
阳强	yq/
阳虚	yx_8890/
阳虚发热	yxfr/
杨梅疮	ymc/
腰椎间盘突出	yzjptc/
噎膈	yg_8894/
液脱	yt/
噫气	yq_8896/
胰痈	yy_8897/
遗传过敏性皮炎	ycgmxpy/
疫斑热	ybr/
疫毒痢	ydl/
疫黄	yh/
溢饮	yy_8902/
阴痹	yb/
阴疮	yc_8904/
阴吹	yc_8905/
阴道壁脱垂	ydbtc/
阴汗	yh_8907/
阴结	yj_8908/
阴茎痰核	yjth/
阴冷	yl_8910/
阴盛阳衰症	ysysz/
阴缩	ys_8912/
阴挺	yt_8913/
阴虚发热	yxfr_8914/
阴虚火旺	yxhw/
婴儿闷热综合症	yemrzhz/
婴儿型黑矇性痴呆	yexhmxcd/
婴幼儿舌下囊肿	yyesxnz/
营养缺乏性神经病变	yyqfxsjbb/
有头疽	ytj/
瘀血头痛	yxtt/
瘀证	yz_8922/
郁冒	ym/
郁证	yz_8924/
圆翳内障	yynz/
月经失调性不孕症	yjsdxbyz/
月劳病	ylb_8927/
脏寒	zh/
脏躁	zz/
燥邪犯肺	zxff/
瘴疟	zn/
振栗	zl/
怔忡	zc_8933/
症瘕	zj/
肢萎	zw_8935/
蜘蛛咬伤	zzys/
指疔	zd/
中风后遗症	zfhyz/
中满	zm/
中气不足	zqbz/
肿胀	zz_8941/
重舌	zs_8942/
重瞳	zt_8943/
周期性四肢运动障碍	zqxszydza/
周围神经炎	zwsjy/
疰夏	zx_8946/
著痹	zb_8947/
壮热	zr/
子烦	zf_8949/
子满	zm_8950/
子嗽	zs_8951/
子痰	zt_8952/
子痫	zx_8953/
子悬	zx_8954/
子喑	zy_8955/
走哺	zb_8956/
走黄	zh_8957/
坐板疮	zbc/
垂痈	cy_8959/
唇风	cf_8960/
唇疱疹	cpz/
抗-HCVAg阳性	k_hcvagyx/
老烂腿	llt/
脑萎缩	nws/
扁桃体炎	btty/
胰腺炎	yxy/
鼻炎	by_8977/
慢性结肠炎	mxjcy/
肠炎	cy_8979/
溃疡性肠炎	kyxcy/
缺血性肠炎	qxxcy/
细菌性肠炎	xjxcy/
直肠炎	zcy/
慢性肠炎	mxcy/
腰椎病	yzb_8985/
肠胃炎	cwy/
肾小球肾炎	sxqsy/
脊柱侧弯	jzcw/
肾炎	sy_8989/
卵巢炎	lcy/
手外伤	sws/
腱鞘炎	jqy/
椎管狭窄	zgxz/
心力衰竭	xlsj/
肺心病	fxb/
胆囊炎	dny/
输卵管炎	slgy/
韧带损伤	rdss/
病毒性肠炎	bdxcy/
关节炎	gjy/
静脉曲张	jmqz/
滑膜炎	hmy/
强直型脑瘫	qzxnt/
混合型脑瘫	hhxnt/
软组织损伤	rzzss/
多囊肝	dng/
肾功能衰竭	sgnsj/
心脏瓣膜病	xzbmb/
慢性肾功能不全	mxsgnbq/
风湿性心脏病	fsxxzb/
心脏病	xzb/
肌肉痉挛	jrjl/
脊髓炎	jsy_9013/
支气管炎	zqgy/
鲜红斑痣	xhbz/
蔓状血管瘤	mzxgl/
脉管畸形	mgjx/
甲状腺炎	jzxy/
甲亢眼突	jkyt/
甲状腺结节	jzxjj/
精神障碍	jsza/
食管炎	sgy/
视网膜炎	swmy/
肠癌	ca/
胃炎	wy_9025/
咽炎	yy_9026/
中耳炎	zey/
结膜炎	jmy_9028/
皮炎	py_9029/
生殖道感染	szdgr/
阴道炎	ydy/
弱精	rj_9032/
精子畸形	jzjx/
子宫内膜薄	zgnmb/
输卵管阻塞	slgzs/
黄体功能不全	htgnbq/
肌张力不全型脑瘫	jzlbqxnt/
手足徐动性脑瘫	szxdxnt/
共济失调型脑瘫	gjsdxnt/
假性尖锐湿疣	jxjrsy/
口腔尖锐湿疣	kqjrsy/
子宫癌	zga/
口腔血管瘤	kqxgl/
胆管肿瘤	dgzl/
乳腺脂肪瘤	rxzfl/
子宫内膜炎	zgnmy/
宫颈炎	gjy_9047/
皮肤白斑	pfbb/
乳腺肿瘤	rxzl/
乳腺炎	rxy/
急性肾功能不全	jxsgnbq/
肾功能不全	sgnbq/
霉菌性尿道炎	mjxndy/
淋菌性尿道炎	ljxndy/
浅表性胃炎	qbxwy/
脉管炎	mgy/
坏死性脉管炎	hsxmgy/
性功能障碍	xgnza_9058/
血精症	xjz_9059/
细菌性前列腺炎	xjxqlxy/
急性细菌性前列腺炎	jxxjxqlxy/
非淋性前列腺炎	flxqlxy/
特异性前列腺炎	tyxqlxy/
精神病	jsb/
药物性哮喘	ywxxc/
念珠龟头炎	nzgty/
疱疹	pz_9067/
混合血管瘤	hhxgl/
毛细血管瘤	mxxgl/
化脓性乳腺炎	hnxrxy/
乳腺导管瘤	rxdgl/
牙周炎	yzy/
角膜炎	jmy_9073/
结肠炎	jcy/
斜视	xs/
唇炎	cy_9076/
牙龈炎	yyy/
喉炎	hy_9078/
睾丸癌	gwa/
肝癌	ga/
胸膜炎	xmy/
阑尾炎	lwy/
肾虚	sx_9083/
心内膜炎	xnmy/
血管炎	xgy/
胃穿孔	wck/
慢性糜烂性胃炎	mxmlxwy/
慢性乳突炎	mxrty/
上呼吸道感染	shxdgr/
Usher综合征	usherzhz/
结膜充血	jmcx/
慢性乳腺炎	mxrxy/
心理障碍	xlza/
矮小症	axz/
社交恐惧症	sjkjz/
急性胆管炎	jxdgy/
糜烂性胃炎	mlxwy/
瘢痕性睑内翻	bhxjnf/
神经性头痛	sjxtt/
办公室综合症	bgszhz/
肾绞痛	sjt/
泌尿系结石	mnxjs/
心血管疾病	xxgjb/
肾脓肿	snz_9104/
包涵体肌炎	bhtjy/
鼻部囊肿	bbnz/
乳腺囊肿	rxnz/
肾性脑病	sxnb/
鼻外伤	bws/
胸椎	xz_9110/
耳鸣	em/
肺纤维化	fxwh/
脑水肿	nsz/
闭合性颅脑损伤	bhxlnss/
排卵障碍	plza/
偏瘫	pt/
扁桃体结石	bttjs/
肾阳虚	syx_9118/
脑外伤	nws_9119/
变异性哮喘	byxxc/
肾阴虚	syx_9121/
脑血管畸形	nxgjx/
肾肿瘤	szl/
并指畸形	bzjx/
渗出性中耳炎	scxzey/
急性肺水肿	jxfsz/
急性根尖牙周炎	jxgjyzy/
失眠抑郁	smyy/
慢性根尖牙周炎	mxgjyzy/
食道溃疡	sdky/
脑干梗塞	nggs/
急性冠脉综合征	jxgmzhz/
病毒性结膜炎	bdxjmy/
视网膜分支动脉阻塞	swmfzdmzs/
牙髓炎	ysy_9135/
手足综合症	szzhz/
急性牙髓炎	jxysy/
慢性牙髓炎	mxysy/
脊柱畸形	jzjx_9139/
睑缘炎	jyy/
结核性盆腔炎	jhxpqy/
内分泌性高血压	nfmxgxy/
酒精性股骨头坏死	jjxggths/
病毒性上呼吸道感染	bdxshxdgr/
输卵管畸形	slgjx/
慢性外耳道炎	mxwedy/
酒精性脂肪肝	jjxzfg/
开放性颅脑损伤	kfxlnss/
病毒性胃肠炎	bdxwcy/
慢性中耳炎	mxzey/
空巢综合症	kczhz/
老年性睑外翻	lnxjwf/
不孕不育	byby/
老年性哮喘	lnxxc/
输卵管妊娠流产	slgrslc/
慢性细菌性痢疾	mxxjxlj/
草莓状血管瘤	cmzxgl/
肠痉挛	cjl/
乳突炎	rty/
抽动症	cdz/
青春前期牙周炎	qcqqyzy/
复张性肺水肿	fzxfsz/
出血性脑中风	cxxnzf/
青春期厌食症	qcqysz/
腹外疝	fws/
唇癌	ca_9166/
钙化性肌腱炎	ghxjjy/
色斑	sb_9168/
色素性痒疹	ssxyz/
大脑萎缩	dnws/
肛肠息肉	gcxr/
慢性牙周炎	mxyzy/
胆管结石	dgjs/
肛门异物感	gmywg/
胆管炎	dgy/
高位截瘫	gwjt/
脓毒症	ndz_9177/
屏幕脸	pml/
高血压性心脏病	gxyxxzb/
低钙血症	dgxz/
高血压眼病	gxyyb/
膀胱膨出	bgpc/
高原病	gyb/
低颅压综合征	dlyzhz/
疲劳性骨折	plxgz/
睾丸畸形	gwjx/
青少年癫痫	qsndx/
睾丸鞘膜积液	gwqmjy/
寻常型天疱疮	xcxtpc/
电解质紊乱	djzwl/
根尖脓肿	gjnz/
免疫性不孕	myxby/
宫角妊娠	gjrs_9193/
牙斑	yb_9194/
蝶窦炎	ddy/
尿潴留	nzl/
空调病	kdb/
口炎	ky/
脓疱型银屑病	npxyxb/
动脉栓塞	dmss/
肋软骨炎	lrgy/
风湿病	fsb_9202/
颅裂	ll_9203/
女性假两性畸形	nxjlxjx/
多动症	ddz/
牙周脓肿	yznz/
颅脑损伤	lnss/
功能性胃肠病	gnxwcb/
颅内出血	lncx/
女性癫痫	nxdx/
儿童股骨头坏死	etggths/
睾丸囊肿	gwnz_9212/
卵巢囊肿蒂扭转	lcnzdnz/
睑内翻	jnf/
卵巢性不孕	lcxby/
小儿支气管炎	xezqgy/
麻痹性睑外翻	mbxjwf/
耳结核	ejh/
慢性粒单核细胞白血病	mxldhxbbxb/
膝内翻	xnf/
骨癌	ga_9221/
返流性胆管炎	flxdgy/
马蹄形肾	mtxs/
眼底出血	ydcx/
放射性口炎	fsxky/
输卵管性不孕	slgxby/
骨坏死	ghs/
淋巴炎	lby/
骨结核	gjh_9229/
非特异性外阴炎	ftyxwyy/
输卵管妊娠破裂	slgrspl/
截瘫	jt_9232/
骨筋膜室综合症	gjmszhz/
眼外伤	yws_9234/
脊椎炎	jzy_9235/
输卵管肿瘤	slgzl/
急性中耳炎	jxzey/
冠状动脉供血不足	gzdmgxbz/
表皮样囊肿	bpynz/
过敏性结肠炎	gmxjcy/
外伤性股骨头坏死	wsxggths/
心肌缺血	xjqx/
输血后肝炎	sxhgy/
红皮性银屑病	hpxyxb/
心包炎	xby/
喉痉挛	hjl/
药物过敏性口炎	ywgmxky/
药物性耳聋	ywxel/
药物中毒	ywzd/
喉麻痹	hmb/
胰头癌	yta/
糖尿病型牙周炎	tnbxyzy/
喉水肿	hsz/
小细胞肺癌	xxbfa/
胰腺结核	yxjh/
臀肌挛缩症	tjlsz/
遗传性肾炎	ycxsy/
小儿肠炎	xecy/
原发性脑干损伤	yfxngss/
喉狭窄	hxz/
躁狂抑郁症	zkyyz/
真菌性脑膜炎	zjxnmy/
网络成瘾	wlcy/
化脓性鼻窦炎	hnxbdy/
支气管结石症	zqgjsz/
消化道溃疡	xhdky/
侏儒症	zrz/
胃窦炎	wdy/
化脓性腮腺炎	hnxsxy/
无脑儿	wne/
消化不良	xhbl/
化脓性中耳炎	hnxzey/
子宫性不孕	zgxby/
坏死性外耳道炎	hsxwedy/
习惯性便秘	xgxbm/
紫癜	zd_9276/
小脑萎缩	xnws/
细菌性脑膜炎	xjxnmy/
习惯性流产	xgxlc/
肝硬化腹水	gyhfs/
胃痉挛	wjl/
会厌囊肿	hynz/
激素性股骨头坏死	jsxggths/
会厌炎	hyy/
肌肉萎缩	jrws/
宫腔粘连	gqzl/
白带异常	bdyc_9287/
痛风石	tfs/
宫颈肥大	gjfd/
乳房疼痛	rftt/
乳房肿块	rfzk/
肛门尖锐湿疣	gmjrsy/
甲状腺血管瘤	jzxxgl/
淤胆型肝炎	ydxgy/
大隐静脉曲张	dyjmqz/
复发性阿弗他溃疡	ffxaftky/
膝关节韧带损伤	xgjrdss/
腰椎骨折	yzgz/
胸腰椎骨折	xyzgz/
子宫内膜厚	zgnmh/
眼底病	ydb_9301/
胚胎停育	ptty/
输卵管粘连	slgzl_9303/
内分泌失调	nfmsd/
放射性颌骨骨髓炎	fsxhggsy/
骨不连	gbl/
H7N9型禽流感	h7n9xqlg/
卵泡发育不良	lpfybl/
巧克力囊肿	qklnz/
宫寒	gh/
盆腔积液	pqjy/
输卵管上举	slgsj/
包皮水肿	bpsz/
子宫积液	zgjy/
阴囊潮湿	yncs/
急性尿道炎	jxndy/
小儿咳嗽	xeks/
阴囊炎	yny_9318/
滴虫性尿道炎	dcxndy/
精液不液化	jybyh/
急性浅表性包皮龟头炎	jxqbxbpgty/
体寒	th_9322/
子宫内膜不规则脱落	zgnmbgztl/
月经量少	yjls_9324/
包皮炎	bpy_9325/
早秃	zt_9326/
儿童尖锐湿疣	etjrsy/
女性尖锐湿疣	nxjrsy/
男性尖锐湿疣	nxjrsy_9329/
错构瘤	cgl/
多肌炎	djy/
多瓣膜病	dbmb/
髌骨脱位	bgtw/
病毒性睑皮炎	bdxjpy/
多器官功能障碍综合征	dqggnzazhz/
玻璃体病	bltb/
代谢综合征	dxzhz/
玻璃体寄生虫病	bltjscb/
Pick病和额颞痴呆	pickbhencd/
Rotor综合征	rotorzhz/
白化病	bhb/
白细胞减少症	bxbjsz/
单纯性紫癜	dcxzd/
玻璃体液化	bltyh/
侧颅底肿瘤	cldzl/
产后风湿	chfs/
不完全性肠梗阻	bwqxcgz/
肠粘连	czl/
儿童分离性焦虑障碍	etflxjlza/
肠系膜血管缺血性疾病	cxmxgqxxjb/
膝外翻	xwf/
儿童焦虑症	etjlz/
尺神经麻痹	csjmb/
儿童恐惧症	etkjz/
出血性脑卒中	cxxnzz/
疤痕	bh_9356/
胆道感染	ddgr/
传导性耳聋	cdxel/
儿童社交恐惧症	etsjkjz/
斑疹伤寒	bzsh/
耳廓假囊肿	ekjnz/
鼻部脑膜脑膨出	bbnmnpc/
创伤性耳聋	csxel/
耳廓外伤	ekws/
膀胱湿热	bgsr/
椎-基底动脉盗血综合征	z_jddmdxzhz/
胆道结石	ddjs/
耳外伤	ews_9368/
椎体骨软骨病	ztgrgb/
耳硬化症	eyhz/
鼻窦粘膜囊肿	bdzmnz/
唇腭裂	cel/
发育迟缓	fych/
鼻窦粘液囊肿	bdzynz/
飞蚊症	fwz/
法洛三联症	flslz_9376/
肺动脉瓣关闭不全	fdmbgbbq/
反流性肾病	flxsb/
肺动脉闭锁	fdmbs/
反射性晕厥	fsxyj/
肺静脉异位引流	fjmywyl/
房事两感症	fslgz/
鼻前颅底肿瘤	bqldzl/
鼻骨瘤	bgl_9384/
房室交界区性逸搏	fsjjqxyb/
淋巴管平滑肌瘤	lbgphjl/
胆道肿瘤	ddzl/
鼻源性头痛	byxtt/
粉碎性骨折	fsxgz/
胆道癌	dda/
风湿性疾病	fsxjb/
鼻中隔血肿及脓肿	bzgxzjnz/
非器质性冷阴	fqzxly/
腹股沟疝	fggs/
鼻肿瘤	bzl/
胆管炎性狭窄	dgyxxz/
非器质性性乐高潮障碍	fqzxxlgcza/
腹膜肿瘤	fmzl/
小儿鼻炎	xeby/
肝病	gb/
非器质性性欲减退	fqzxxyjt/
肝破裂	gpl/
高甘油三酯血症	ggyszxz/
胆脂瘤型中耳炎	dzlxzey/
过敏性结膜炎	gmxjmy/
泌尿生殖系损伤	mnszxss/
高胰岛素血症	gydsxz/
胆总管囊肿	dzgnz/
过敏性皮炎	gmxpy/
闭锁综合征	bszhz_9410/
咳嗽	ks/
扁桃体癌	btta/
跟腱断裂	gjdl/
颈部水囊瘤	jbsnl/
红斑型天疱疮	hbxtpc/
颈动脉盗血综合征	jdmdxzhz/
虹膜囊肿	hmnz/
黄斑前膜	hbqm/
颈肩痛	jjt/
虹膜炎	hmy_9420/
蛋白尿	dbn/
颈内动脉海绵窦瘘	jndmhmdl/
喉插管损伤	hcgss/
肌腱炎	jjy/
喉刺伤	hcs/
倒睫	dj_9426/
肌纤维组织炎	jxwzzy/
功能性聋	gnxl/
喉淀粉样变	hdfyb/
宫颈癌前病变	gjaqbb/
宫颈湿疣	gjsy/
低血容量性休克	dxrlxxk/
骶管囊肿	dgnz/
肌强直性肌病	jqzxjb/
股神经痛	gsjt/
喉火器伤	hhqs/
股外侧皮神经病	gwcpsjb/
原发性膀胱输尿管返流	yfxbgsngfl/
喉角化症	hjhz/
骨裂	gl_9440/
喉结核	hjh/
骨缺损	gqs/
急腹症	jfz/
骨软骨病	grgb/
动脉粥样硬化	dmzyyh/
急性肠炎	jxcy/
喉粘液囊肿	hzynz/
骨髓增生性疾病	gszsxjb/
急性根尖周炎	jxgjzy/
骨损伤	gss_9450/
喉纤维瘤	hxwl/
关节扭伤	gjns/
急性脑血管病	jxnxgb/
喉切伤	hqs/
关节痛	gjt/
